Name,Wine,Region,Country,Winery,Regional Name,Varietal Name,Year,Rating,Price,Currency,Bottle Type
Domaine Desertaux-Ferrand Côte de Nuits Villages 'Les Perrières' 2019,Côte de Nuits Villages 'Les Perrières',Côte de Nuits Villages,France,Domaine Desertaux-Ferrand,Burgundy,Côte de Nuits Red,2019,4,21.5,EUR,Bottle (0.75l)
Haltinger Winzer Merlot 2018,Merlot,Baden,Germany,Haltinger Winzer,German,Merlot,2018,4.1,21.5,EUR,Bottle (0.75l)
Clos des Reboussiers Pic St.Loup 2019,Pic St.Loup,Pic-Saint-Loup,France,Clos des Reboussiers,Languedoc-Roussillon,Red,2019,4.1,21.5,EUR,Bottle (0.75l)
Château Brane-Cantenac Margaux de Brane (Margaux de Henri Lurton) 2022,Margaux de Brane (Margaux de Henri Lurton),Margaux,France,Château Brane-Cantenac,Bordeaux Left Bank,Margaux,2022,4,21.5,EUR,Bottle (0.75l)
Elian Da Ros Chante Coucou Côtes du Marmandais 2021,Chante Coucou Côtes du Marmandais,Côtes du Marmandais,France,Elian Da Ros,Southwest France,Red,2021,4.1,21.5,EUR,Bottle (0.75l)
Torbreck Old Vines Grenache - Shiraz - Mourvedre 2019,Old Vines Grenache - Shiraz - Mourvedre,Barossa Valley,Australia,Torbreck,Australian,Rhône Blend,2019,4,21.5,EUR,Bottle (0.75l)
Domaine Gauby Calcinaires Rouge 2020,Calcinaires Rouge,Côtes Catalanes,France,Domaine Gauby,Languedoc-Roussillon,Red,2020,4,21.5,EUR,Bottle (0.75l)
Michel & Stéphane Ogier La Rosine Syrah 2021,La Rosine Syrah,Collines Rhodaniennes,France,Michel & Stéphane Ogier,Comtés Rhodaniens,Red,2021,4,21.5,EUR,Bottle (0.75l)
Gibadda Mommotino 2022,Mommotino,Isola dei Nuraghi,Italy,Gibadda,Southern Italy,Red,2022,4.1,21.51,EUR,Bottle (0.75l)
Quota 101 Ortone Colli Euganei Rosso 2019,Ortone Colli Euganei Rosso,Colli Euganei,Italy,Quota 101,Northern Italy,Red,2019,4.1,21.52,EUR,Bottle (0.75l)
Château la Haye Saint-Estèphe 2019,Saint-Estèphe,Saint-Estèphe,France,Château la Haye,Bordeaux Left Bank,Saint-Estèphe,2019,4.1,21.54,EUR,Bottle (0.75l)
Firriato Santagostino Baglio Sorìa Red 2018,Santagostino Baglio Sorìa Red,Terre Siciliane,Italy,Firriato,Southern Italy,Red,2018,4,21.55,EUR,Bottle (0.75l)
Gaudio - Bricco Mondalino Bricco Mondalino Grignolino del Monferrato Casalese 2023,Bricco Mondalino Grignolino del Monferrato Casalese,Grignolino del Monferrato Casalese,Italy,Gaudio - Bricco Mondalino,Northern Italy,Red,2023,4,21.55,EUR,Bottle (0.75l)
Sartori di Verona I Saltari Valpolicella Superiore 2019,I Saltari Valpolicella Superiore,Valpolicella,Italy,Sartori di Verona,Italian,Valpolicella Red,2019,4,21.6,EUR,Bottle (0.75l)
Penfolds Max's Shiraz - Cabernet 2019,Max's Shiraz - Cabernet,South Australia,Australia,Penfolds,Australian,Cabernet - Shiraz,2019,4,21.6,EUR,Bottle (0.75l)
Château Falfas Côtes de Bourg 2016,Côtes de Bourg,Côtes de Bourg,France,Château Falfas,Bordeaux,Red,2016,4,21.6,EUR,Bottle (0.75l)
Poliziano In Violas Merlot 2020,In Violas Merlot,Cortona,Italy,Poliziano,Tuscan,Red,2020,4,21.6,EUR,Bottle (0.75l)
Vite Colte Sogni Al Campo Nebbiolo 2022,Sogni Al Campo Nebbiolo,Langhe,Italy,Vite Colte,Italian,Nebbiolo,2022,4.1,21.6,EUR,Bottle (0.75l)
Cellier des Princes Vacqueyras 2022,Vacqueyras,Vacqueyras,France,Cellier des Princes,Southern Rhône,Red,2022,4,21.6,EUR,Bottle (0.75l)
Château Grange-Neuve Pomerol 2021,Pomerol,Pomerol,France,Château Grange-Neuve,Bordeaux Right Bank,Pomerol,2021,4.1,21.6,EUR,Bottle (0.75l)
Château Robin Castillon Côtes de Bordeaux 2020,Castillon Côtes de Bordeaux,Castillon - Côtes de Bordeaux,France,Château Robin,Bordeaux,Red,2020,4,21.6,EUR,Bottle (0.75l)
Château du Glana Pavillon du Glana Saint-Julien 2018,Pavillon du Glana Saint-Julien,Saint-Julien,France,Château du Glana,Bordeaux Left Bank,Saint-Julien,2018,4.1,21.6,EUR,Bottle (0.75l)
Château La Gaffelière Clos La Gaffeliere Saint-Émilion Grand Cru 2021,Clos La Gaffeliere Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,Château La Gaffelière,Bordeaux Right Bank,Saint-Émilion,2021,4,21.61,EUR,Bottle (0.75l)
Columbia Crest Grand Estates Syrah 2018,Grand Estates Syrah,Washington,United States,Columbia Crest,Washington State,Syrah,2018,4.1,21.63,EUR,Bottle (0.75l)
Château Cissac Haut-Médoc 2019,Haut-Médoc,Haut-Médoc,France,Château Cissac,Bordeaux Left Bank,Haut-Médoc,2019,4,21.69,EUR,Bottle (0.75l)
Tenuta Romana Soliditas 2020,Soliditas,Toscana,Italy,Tenuta Romana,Tuscan,Red,2020,4,21.7,EUR,Bottle (0.75l)
Dupasquier & Fils Pernand-Vergelesses Rouge 2022,Pernand-Vergelesses Rouge,Pernand-Vergelesses,France,Dupasquier & Fils,Burgundy,Côte de Beaune Red,2022,4,21.7,EUR,Bottle (0.75l)
Domaine Fond Croze Rasteau 2020,Rasteau,Rasteau,France,Domaine Fond Croze,Southern Rhône,Red,2020,4.1,21.7,EUR,Bottle (0.75l)
Cignomoro Primitivo di Manduria 2021,Primitivo di Manduria,Primitivo di Manduria,Italy,Cignomoro,Southern Italy,Primitivo,2021,4.2,21.7,EUR,Bottle (0.75l)
Tenuta la Novella Sambrena Sangiovese 2022,Sambrena Sangiovese,Toscana,Italy,Tenuta la Novella,Tuscan,Red,2022,4.1,21.73,EUR,Bottle (0.75l)
Quinta Dona Mafalda Tinto 2021,Tinto,Douro,Portugal,Quinta Dona Mafalda,Portuguese,Douro Red,2021,4.1,21.73,EUR,Bottle (0.75l)
Famille Coulon Le Petit Renard Rouge 2023,Le Petit Renard Rouge,Vin de France,France,Famille Coulon,French,Red,2023,4,21.73,EUR,Bottle (0.75l)
Château Pédesclaux Fleur de Pédesclaux Pauillac 2022,Fleur de Pédesclaux Pauillac,Pauillac,France,Château Pédesclaux,Bordeaux Left Bank,Pauillac,2022,4,21.74,EUR,Bottle (0.75l)
Château Rouget Le Carillon de Rouget Pomerol 2015,Le Carillon de Rouget Pomerol,Pomerol,France,Château Rouget,Bordeaux Right Bank,Pomerol,2015,4.2,21.75,EUR,Bottle (0.75l)
Calabretta GaioGaio 2021,GaioGaio,Sicilia,Italy,Calabretta,Southern Italy,Red,2021,4,21.76,EUR,Bottle (0.75l)
Prunotto Occhetti Langhe Nebbiolo 2022,Occhetti Langhe Nebbiolo,Langhe,Italy,Prunotto,Italian,Nebbiolo,2022,4.1,21.76,EUR,Bottle (0.75l)
Case Alte 16 Filari Nero d'Avola 2022,16 Filari Nero d'Avola,Sicilia,Italy,Case Alte,Southern Italy,Red,2022,4.1,21.76,EUR,Bottle (0.75l)
G.D. Vajra Barbera d'Alba 2023,Barbera d'Alba,Barbera d'Alba,Italy,G.D. Vajra,Italian,Barbera,2023,4.1,21.77,EUR,Bottle (0.75l)
Guado al Melo Rute Bolgheri 2021,Rute Bolgheri,Bolgheri,Italy,Guado al Melo,Italian,Bolgheri,2021,4,21.77,EUR,Bottle (0.75l)
Château Siran S de Siran Margaux 2016,S de Siran Margaux,Margaux,France,Château Siran,Bordeaux Left Bank,Margaux,2016,4,21.79,EUR,Bottle (0.75l)
Zenato Ripassa Valpolicella Ripasso Superiore 2020,Ripassa Valpolicella Ripasso Superiore,Valpolicella Ripasso,Italy,Zenato,Italian,Ripasso,2020,4.1,21.8,EUR,Bottle (0.75l)
Erste+Neue Puntay Lagrein Riserva 2021,Puntay Lagrein Riserva,Südtirol - Alto Adige,Italy,Erste+Neue,Northern Italy,Red,2021,4,21.8,EUR,Bottle (0.75l)
Banfi Chianti Classico Riserva 2020,Chianti Classico Riserva,Chianti Classico,Italy,Banfi,Italian,Chianti Classico,2020,4,21.8,EUR,Bottle (0.75l)
Santadi Rocca Rubia Riserva  Carignano del Sulcis 2021,Rocca Rubia Riserva  Carignano del Sulcis,Carignano del Sulcis,Italy,Santadi,Southern Italy,Red,2021,4,21.8,EUR,Bottle (0.75l)
Château d'Issan Blason d'Issan Margaux 2023,Blason d'Issan Margaux,Margaux,France,Château d'Issan,Bordeaux Left Bank,Margaux,2023,4,21.84,EUR,Bottle (0.75l)
Castellare Chianti Classico 2022,Chianti Classico,Chianti Classico,Italy,Castellare,Italian,Chianti Classico,2022,4,21.84,EUR,Bottle (0.75l)
Schola Sarmenti Antièri Susumaniello 2022,Antièri Susumaniello,Salento,Italy,Schola Sarmenti,Southern Italy,Red,2022,4.2,21.85,EUR,Bottle (0.75l)
Fertuna Lodai Maremma Toscana 2021,Lodai Maremma Toscana,Maremma Toscana,Italy,Fertuna,Tuscan,Red,2021,4,21.85,EUR,Bottle (0.75l)
Petrucco Ronco del Balbo Refosco dal Peduncolo Rosso 2018,Ronco del Balbo Refosco dal Peduncolo Rosso,Colli Orientali del Friuli,Italy,Petrucco,Northern Italy,Red,2018,4,21.86,EUR,Bottle (0.75l)
Torrevento Primitivo (Since 1913) 2019,Primitivo (Since 1913),Primitivo di Manduria,Italy,Torrevento,Southern Italy,Primitivo,2019,4.2,21.88,EUR,Bottle (0.75l)
Château Graves de Pez Saint-Estèphe 2020,Saint-Estèphe,Saint-Estèphe,France,Château Graves de Pez,Bordeaux Left Bank,Saint-Estèphe,2020,4,21.9,EUR,Bottle (0.75l)
Buzzo Bunifazziu Ciafara 2019,Ciafara,Corsica,France,Buzzo Bunifazziu,Corsica,Red,2019,4.1,21.9,EUR,Bottle (0.75l)
Emmanuel Giboulot Terres Beaujolaises 2018,Terres Beaujolaises,Beaujolais,France,Emmanuel Giboulot,Beaujolais,Red,2018,4,21.9,EUR,Bottle (0.75l)
Villa Tempora Le Démon du Midi Rouge 2018,Le Démon du Midi Rouge,Pézenas,France,Villa Tempora,Languedoc-Roussillon,Red,2018,4,21.9,EUR,Bottle (0.75l)
Firriato Quater Vitis Rosso 2020,Quater Vitis Rosso,Terre Siciliane,Italy,Firriato,Southern Italy,Red,2020,4.1,21.9,EUR,Bottle (0.75l)
Tenuta Casenuove Chianti Classico 2019,Chianti Classico,Chianti Classico,Italy,Tenuta Casenuove,Italian,Chianti Classico,2019,4,21.9,EUR,Bottle (0.75l)
Quinta da Romaneira Sino da Romaneira Tinto 2020,Sino da Romaneira Tinto,Douro,Portugal,Quinta da Romaneira,Portuguese,Douro Red,2020,4.1,21.9,EUR,Bottle (0.75l)
Le Macchiole Bolgheri Rosso 2017,Bolgheri Rosso,Bolgheri,Italy,Le Macchiole,Italian,Bolgheri,2017,4.1,21.9,EUR,Bottle (0.75l)
Cantine Paradiso Mast Negroamaro 2020,Mast Negroamaro,Puglia,Italy,Cantine Paradiso,Southern Italy,Red,2020,4.2,21.9,EUR,Bottle (0.75l)
Antinori Pèppoli Chianti Classico 2021,Pèppoli Chianti Classico,Chianti Classico,Italy,Antinori,Italian,Chianti Classico,2021,4,21.9,EUR,Bottle (0.75l)
Domaine des Entrefaux Crozes-Hermitage 2022,Crozes-Hermitage,Crozes-Hermitage,France,Domaine des Entrefaux,Northern Rhône,Crozes-Hermitage,2022,4,21.9,EUR,Bottle (0.75l)
Denizot Sancerre Rouge 2023,Sancerre Rouge,Sancerre,France,Denizot,Upper Loire Valley,Red,2023,4,21.9,EUR,Bottle (0.75l)
Montedolce Etna Rosso 2019,Etna Rosso,Etna,Italy,Montedolce,Southern Italy,Red,2019,4,21.9,EUR,Bottle (0.75l)
Fonzone Mattoda 2019,Mattoda,Irpinia Campi Taurasini,Italy,Fonzone,Southern Italy,Red,2019,4,21.9,EUR,Bottle (0.75l)
Famille Perrin Gigondas La Gille 2022,Gigondas La Gille,Gigondas,France,Famille Perrin,Southern Rhône,Red,2022,4,21.9,EUR,Bottle (0.75l)
Château Mille Roses Haut-Médoc 2020,Haut-Médoc,Haut-Médoc,France,Château Mille Roses,Bordeaux Left Bank,Haut-Médoc,2020,4.3,21.9,EUR,Bottle (0.75l)
Vasse Felix Filius Cabernet Sauvignon 2020,Filius Cabernet Sauvignon,Margaret River,Australia,Vasse Felix,Australian,Cabernet Sauvignon,2020,4,21.9,EUR,Bottle (0.75l)
Monte Zovo Valpolicella Ripasso Superiore 2021,Valpolicella Ripasso Superiore,Valpolicella Ripasso,Italy,Monte Zovo,Italian,Ripasso,2021,4.1,21.9,EUR,Bottle (0.75l)
Mandrarossa Cartagho 2020,Cartagho,Terre Siciliane,Italy,Mandrarossa,Southern Italy,Red,2020,4,21.9,EUR,Bottle (0.75l)
Villa a Sesta Chianti Classico Riserva 2019,Chianti Classico Riserva,Chianti Classico,Italy,Villa a Sesta,Italian,Chianti Classico,2019,4,21.9,EUR,Bottle (0.75l)
I Tirreni Beccaia Bolgheri 2022,Beccaia Bolgheri,Bolgheri,Italy,I Tirreni,Italian,Bolgheri,2022,4,21.9,EUR,Bottle (0.75l)
Lavau Gigondas 2019,Gigondas,Gigondas,France,Lavau,Southern Rhône,Red,2019,4.1,21.9,EUR,Bottle (0.75l)
Sa Raja Aisitta Riserva 2019,Aisitta Riserva,Cannonau di Sardegna,Italy,Sa Raja,Sardinian,Cannonau,2019,4,21.94,EUR,Bottle (0.75l)
Château le Manoir Cuvée les Graves Lalande-de-Pomerol 2022,Cuvée les Graves Lalande-de-Pomerol,Lalande-de-Pomerol,France,Château le Manoir,Bordeaux Right Bank,Libournais Red,2022,4.1,21.95,EUR,Bottle (0.75l)
Coloma Finca El Colmenar Edición Limitada 2017,Finca El Colmenar Edición Limitada,Extremadura,Spain,Coloma,Spanish,Red,2017,4.2,21.95,EUR,Bottle (0.75l)
La Croix Saint Christophe Saint-Émilion Grand Cru 2020,Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,La Croix Saint Christophe,Bordeaux Right Bank,Saint-Émilion,2020,4.1,21.95,EUR,Bottle (0.75l)
Château Lamothe-Bergeron Rives de Lamothe Haut-Médoc 2017,Rives de Lamothe Haut-Médoc,Haut-Médoc,France,Château Lamothe-Bergeron,Bordeaux Left Bank,Haut-Médoc,2017,4.2,21.95,EUR,Bottle (0.75l)
Allendorf Assmannshauser Frankenthal Spätburgunder Trocken 2020,Assmannshauser Frankenthal Spätburgunder Trocken,Rheingau,Germany,Allendorf,German,Spätburgunder,2020,4,21.95,EUR,Bottle (0.75l)
Château La Rose Cotes Rol Saint-Émilion Grand Cru 2016,Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,Château La Rose Cotes Rol,Bordeaux Right Bank,Saint-Émilion,2016,4.1,21.95,EUR,Bottle (0.75l)
Bodega Tesalia ARX Arcos de la Frontera 2022,ARX Arcos de la Frontera,Andalucía,Spain,Bodega Tesalia,Spanish,Red,2022,4.1,21.95,EUR,Bottle (0.75l)
Emilio Moro Bestizo 2023,Bestizo,Bierzo,Spain,Emilio Moro,Spanish,Mencia,2023,4,21.95,EUR,Bottle (0.75l)
Terrecarsiche 1939 Fanova Riserva 2020,Fanova Riserva,Gioia del Colle,Italy,Terrecarsiche 1939,Southern Italy,Primitivo,2020,4.1,21.95,EUR,Bottle (0.75l)
Alain Jaume Vacqueyras Grande Garrigue 2022,Vacqueyras Grande Garrigue,Vacqueyras,France,Alain Jaume,Southern Rhône,Red,2022,4,21.95,EUR,Bottle (0.75l)
Harry Hartman Finn 2020,Finn,Western Cape,South Africa,Harry Hartman,South African,Rhône Blend,2020,4.1,21.95,EUR,Bottle (0.75l)
Teso La Monja Almiréz 2020,Almiréz,Toro,Spain,Teso La Monja,Spanish,Toro Red,2020,4.1,21.95,EUR,Bottle (0.75l)
Tempel Wines Tydsaam Tempranillo 2022,Tydsaam Tempranillo,Paarl,South Africa,Tempel Wines,South Africa,Red,2022,4,21.95,EUR,Bottle (0.75l)
Cascina Chicco Roero Valmaggiore Riserva 2020,Roero Valmaggiore Riserva,Roero,Italy,Cascina Chicco,Italian,Nebbiolo,2020,4.1,21.95,EUR,Bottle (0.75l)
Fantini Edizione Cinque Autoctoni,Edizione Cinque Autoctoni,Abruzzo,Italy,Fantini,Central Italy,Red,N.V.,4.3,21.95,EUR,Bottle (0.75l)
Cignomoro 6 Anime Puglia Rosso 2022,6 Anime Puglia Rosso,Puglia,Italy,Cignomoro,Southern Italy,Red,2022,4.3,21.95,EUR,Bottle (0.75l)
Château La Croix Meunier Cuvée Georges Meunier Saint-Émilion Grand Cru 2019,Cuvée Georges Meunier Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,Château La Croix Meunier,Bordeaux Right Bank,Saint-Émilion,2019,4.1,21.95,EUR,Bottle (0.75l)
Château Fargueirol Vieux Chemin Châteauneuf-du-Pape 2022,Vieux Chemin Châteauneuf-du-Pape,Châteauneuf-du-Pape,France,Château Fargueirol,Southern Rhône,Châteauneuf-du-Pape Red,2022,4.1,21.95,EUR,Bottle (0.75l)
Donne Fittipaldi Bolgheri 2022,Bolgheri,Bolgheri,Italy,Donne Fittipaldi,Italian,Bolgheri,2022,4.1,21.95,EUR,Bottle (0.75l)
Château Haut Gravet Saint-Émilion Grand Cru 2015,Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,Château Haut Gravet,Bordeaux Right Bank,Saint-Émilion,2015,4.1,21.95,EUR,Bottle (0.75l)
Puglia Pop Fico Susumaniello 2022,Fico Susumaniello,Puglia,Italy,Puglia Pop,Southern Italy,Red,2022,4.3,21.95,EUR,Bottle (0.75l)
Château La Bessane Margaux 2013,Margaux,Margaux,France,Château La Bessane,Bordeaux Left Bank,Margaux,2013,4,21.95,EUR,Bottle (0.75l)
Château Vieux Lescours Saint-Émilion Grand Cru 2022,Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,Château Vieux Lescours,Bordeaux Right Bank,Saint-Émilion,2022,4,21.95,EUR,Bottle (0.75l)
Yann Chave Crozes-Hermitage 2022,Crozes-Hermitage,Crozes-Hermitage,France,Yann Chave,Northern Rhône,Crozes-Hermitage,2022,4.1,21.95,EUR,Bottle (0.75l)
Château de Fonbel Saint-Émilion Grand Cru 2015,Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,Château de Fonbel,Bordeaux Right Bank,Saint-Émilion,2015,4.1,21.95,EUR,Bottle (0.75l)
Château le Manoir Cuvée les Graves Lalande-de-Pomerol 2021,Cuvée les Graves Lalande-de-Pomerol,Lalande-de-Pomerol,France,Château le Manoir,Bordeaux Right Bank,Libournais Red,2021,4,21.95,EUR,Bottle (0.75l)
Coral Duero Rompesedas 2019,Rompesedas,Toro,Spain,Coral Duero,Spanish,Toro Red,2019,4.1,21.95,EUR,Bottle (0.75l)
Aiurri Landua 2021,Landua,Rioja,Spain,Aiurri,Spanish,Rioja Red,2021,4.1,21.95,EUR,Bottle (0.75l)
Lapostolle Apalta Red 2021,Apalta Red,Apalta Valley,Chile,Lapostolle,Chilean,Bordeaux Blend,2021,4.1,21.95,EUR,Bottle (0.75l)
Planeta Burdese 2018,Burdese,Menfi,Italy,Planeta,Southern Italy,Red,2018,4,21.95,EUR,Bottle (0.75l)
Barsento Il Paturno 2021,Il Paturno,Puglia,Italy,Barsento,Southern Italy,Red,2021,4,21.96,EUR,Bottle (0.75l)
Cantina Mito Dunsogno Campania Aglianico 2016,Dunsogno Campania Aglianico,Campania,Italy,Cantina Mito,Southern Italy,Red,2016,4,21.96,EUR,Bottle (0.75l)
Villa Canestrari I Lasi Valpolicella Ripasso Superiore 2019,I Lasi Valpolicella Ripasso Superiore,Valpolicella Ripasso,Italy,Villa Canestrari,Italian,Ripasso,2019,4.1,21.96,EUR,Bottle (0.75l)
Masseria Frattasi Caudium Aglianico 2022,Caudium Aglianico,Campania,Italy,Masseria Frattasi,Southern Italy,Red,2022,4,21.98,EUR,Bottle (0.75l)
Montegrande di Cristofanon Vigna delle Roche Colli Euganei Rosso 2021,Vigna delle Roche Colli Euganei Rosso,Colli Euganei,Italy,Montegrande di Cristofanon,Northern Italy,Red,2021,4,21.98,EUR,Bottle (0.75l)
Colterenzio (Schreckbichl) St. Daniel Pinot Nero (Blauburgunder) Riserva 2022,St. Daniel Pinot Nero (Blauburgunder) Riserva,Südtirol - Alto Adige,Italy,Colterenzio (Schreckbichl),Northern Italy,Pinot Noir,2022,4,21.98,EUR,Bottle (0.75l)
Produttori del Barbaresco Nebbiolo Langhe 2022,Nebbiolo Langhe,Langhe,Italy,Produttori del Barbaresco,Italian,Nebbiolo,2022,4,21.98,EUR,Bottle (0.75l)
Vite Colte La Luna e i Falò Barbera d'Asti Superiore 2020,La Luna e i Falò Barbera d'Asti Superiore,Barbera d'Asti,Italy,Vite Colte,Italian,Barbera,2020,4,21.98,EUR,Bottle (0.75l)
Torre Rosazza Altro Merlot Merlot 2019,Altro Merlot Merlot,Colli Orientali del Friuli,Italy,Torre Rosazza,Northern Italy,Red,2019,4,21.98,EUR,Bottle (0.75l)
Château Jean Gue Lalande de Pomerol 2018,Lalande de Pomerol,Lalande-de-Pomerol,France,Château Jean Gue,Bordeaux Right Bank,Libournais Red,2018,4.1,21.98,EUR,Bottle (0.75l)
Château Godeau Saint-Émilion Grand Cru 2018,Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,Château Godeau,Bordeaux Right Bank,Saint-Émilion,2018,4.1,21.98,EUR,Bottle (0.75l)
Mendel Cabernet Sauvignon 2017,Cabernet Sauvignon,Mendoza,Argentina,Mendel,Argentinian,Cabernet Sauvignon,2017,4,22,EUR,Bottle (0.75l)
Château Altimar Puy Versannes Saint-Émilion 2020,Puy Versannes Saint-Émilion,Saint-Émilion,France,Château Altimar,Bordeaux Right Bank,Saint-Émilion,2020,4.3,22,EUR,Bottle (0.75l)
Château Jouvente Graves Rouge 2012,Graves Rouge,Graves,France,Château Jouvente,Bordeaux Left Bank,Graves Red,2012,4.1,22,EUR,Bottle (0.75l)
Château Altimar Puy Versannes Saint-Émilion 2021,Puy Versannes Saint-Émilion,Saint-Émilion,France,Château Altimar,Bordeaux Right Bank,Saint-Émilion,2021,4.3,22,EUR,Bottle (0.75l)
Richeaume Cuvée Tradition 2022,Cuvée Tradition,Provence,France,Richeaume,Provence,Red,2022,4,22,EUR,Bottle (0.75l)
Cassagne et Vitailles Combarels A la Lumière Terrasses du Larzac 2021,Combarels A la Lumière Terrasses du Larzac,Terrasses du Larzac,France,Cassagne et Vitailles,Languedoc-Roussillon,Red,2021,4,22,EUR,Bottle (0.75l)
Domaine Belmont Rouge 2012,Rouge,Côtes du Lot,France,Domaine Belmont,Southwest France,Red,2012,4.1,22,EUR,Bottle (0.75l)
Clos des Reboussiers Pura Vida 2022,Pura Vida,Saint-Guilhem-le-Desert,France,Clos des Reboussiers,Languedoc-Roussillon,Red,2022,4.1,22,EUR,Bottle (0.75l)
Château La Lagune Moulin du Château La Lagune 2020,Moulin du Château La Lagune,Haut-Médoc,France,Château La Lagune,Bordeaux Left Bank,Haut-Médoc,2020,4,22,EUR,Bottle (0.75l)
Domaine Boudau Patrimoine Côtes du Roussillon Villages 2021,Patrimoine Côtes du Roussillon Villages,Côtes du Roussillon Villages,France,Domaine Boudau,Languedoc-Roussillon,Red,2021,4.1,22,EUR,Bottle (0.75l)
Château Saint-Robert Poncet Deville Graves Rouge 2019,Poncet Deville Graves Rouge,Graves,France,Château Saint-Robert,Bordeaux Left Bank,Graves Red,2019,4,22,EUR,Bottle (0.75l)
Bosco del Merlo Roggio dei Roveri Refosco del Peduncolo 2019,Roggio dei Roveri Refosco del Peduncolo,Lison-Pramaggiore,Italy,Bosco del Merlo,Northern Italy,Red,2019,4,22,EUR,Bottle (0.75l)
Thunevin-Calvet Les Dentelles Côtes du Roussillon Villages 2021,Les Dentelles Côtes du Roussillon Villages,Côtes du Roussillon Villages,France,Thunevin-Calvet,Languedoc-Roussillon,Red,2021,4,22,EUR,Bottle (0.75l)
Banfi Belnero (Proprietor's Reserve) 2021,Belnero (Proprietor's Reserve),Toscana,Italy,Banfi,Tuscan,Red,2021,4.1,22,EUR,Bottle (0.75l)
Domaine Jeanson Parigot Bourgogne Hautes Côtes de Beaune 2022,Bourgogne Hautes Côtes de Beaune,Bourgogne Hautes-Côtes de Beaune,France,Domaine Jeanson Parigot,Burgundy,Red,2022,4,22,EUR,Bottle (0.75l)
Parusso Ël Sartù Langhe Nebbiolo 2022,Ël Sartù Langhe Nebbiolo,Langhe,Italy,Parusso,Italian,Nebbiolo,2022,4,22,EUR,Bottle (0.75l)
Domaine Vendome Les Coulaires Crozes-Hermitage 2023,Les Coulaires Crozes-Hermitage,Crozes-Hermitage,France,Domaine Vendome,Northern Rhône,Crozes-Hermitage,2023,4.1,22,EUR,Bottle (0.75l)
Château Terre Vieille Pécharmant 2019,Pécharmant,Pécharmant,France,Château Terre Vieille,Southwest France,Red,2019,4.2,22,EUR,Bottle (0.75l)
Château Queyron Pindefleurs Saint-Emilion Grand Cru 2014,Saint-Emilion Grand Cru,Saint-Émilion Grand Cru,France,Château Queyron Pindefleurs,Bordeaux Right Bank,Saint-Émilion,2014,4.2,22,EUR,Bottle (0.75l)
Domaine la Bouissiere Gigondas 2021,Gigondas,Gigondas,France,Domaine la Bouissiere,Southern Rhône,Red,2021,4.1,22,EUR,Bottle (0.75l)
Domaine Belmont Rouge 2014,Rouge,Côtes du Lot,France,Domaine Belmont,Southwest France,Red,2014,4.1,22,EUR,Bottle (0.75l)
Château Mazeyres Le Seuil de Mazeyres Pomerol 2020,Le Seuil de Mazeyres Pomerol,Pomerol,France,Château Mazeyres,Bordeaux Right Bank,Pomerol,2020,4.1,22,EUR,Bottle (0.75l)
Bodegas Amaren Ángeles de Amaren Tempranillo - Graciano 2019,Ángeles de Amaren Tempranillo - Graciano,Rioja,Spain,Bodegas Amaren,Spanish,Rioja Red,2019,4.1,22,EUR,Bottle (0.75l)
Château Pédesclaux Fleur de Pédesclaux Pauillac 2019,Fleur de Pédesclaux Pauillac,Pauillac,France,Château Pédesclaux,Bordeaux Left Bank,Pauillac,2019,4,22,EUR,Bottle (0.75l)
Teso La Monja Almiréz 2021,Almiréz,Toro,Spain,Teso La Monja,Spanish,Toro Red,2021,4.1,22,EUR,Bottle (0.75l)
Marqués de Riscal Rioja Reserva 2019,Rioja Reserva,Rioja,Spain,Marqués de Riscal,Spanish,Rioja Red,2019,4.2,22,EUR,Bottle (0.75l)
